CUSTOMER,LOCATION,LOCATIONID,METERNAME,QUANTITY,MEASUREUNITID,READINGDATE,RECORDSTARTDATE,RECORDENDDATE,ACCOUNT,DATATYPE
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-13T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,200,Number,2022-06-13T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.53,VM/hosts,2022-06-13T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.03,kWh/hosts,2022-06-13T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,72.657,kWh,2022-06-14T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-14T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,203,Number,2022-06-14T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.28,VM/hosts,2022-06-14T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.04,kWh/hosts,2022-06-14T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,73.115,kWh,2022-06-14T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-14T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,210,Number,2022-06-14T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.05,VM/hosts,2022-06-14T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.85,kWh/hosts,2022-06-14T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,72.25,kWh,2022-06-15T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-15T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,208,Number,2022-06-15T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.56,VM/hosts,2022-06-15T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.01,kWh/hosts,2022-06-15T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,73.797,kWh,2022-06-15T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-15T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,214,Number,2022-06-15T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.89,VM/hosts,2022-06-15T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.1,kWh/hosts,2022-06-15T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,75.833,kWh,2022-06-16T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-16T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,211,Number,2022-06-16T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.11,VM/hosts,2022-06-16T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.99,kWh/hosts,2022-06-16T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,77.523,kWh,2022-06-16T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-16T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,201,Number,2022-06-16T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.17,VM/hosts,2022-06-16T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.31,kWh/hosts,2022-06-16T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,75.359,kWh,2022-06-17T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-17T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,203,Number,2022-06-17T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.68,VM/hosts,2022-06-17T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.97,kWh/hosts,2022-06-17T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,76.988,kWh,2022-06-17T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-17T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,205,Number,2022-06-17T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.39,VM/hosts,2022-06-17T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.28,kWh/hosts,2022-06-17T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,75.067,kWh,2022-06-18T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-18T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,201,Number,2022-06-18T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.17,VM/hosts,2022-06-18T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.17,kWh/hosts,2022-06-18T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,76.131,kWh,2022-06-18T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-18T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,212,Number,2022-06-18T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.16,VM/hosts,2022-06-18T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.01,kWh/hosts,2022-06-18T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,75.947,kWh,2022-06-19T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-19T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,214,Number,2022-06-19T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.26,VM/hosts,2022-06-19T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4,kWh/hosts,2022-06-19T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,75.023,kWh,2022-06-19T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-19T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,210,Number,2022-06-19T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.05,VM/hosts,2022-06-19T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.95,kWh/hosts,2022-06-19T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,76.595,kWh,2022-06-20T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-20T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,214,Number,2022-06-20T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.26,VM/hosts,2022-06-20T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.03,kWh/hosts,2022-06-20T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,77.628,kWh,2022-06-20T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-20T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,210,Number,2022-06-20T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.05,VM/hosts,2022-06-20T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.09,kWh/hosts,2022-06-20T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,74.473,kWh,2022-06-21T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-21T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,207,Number,2022-06-21T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.5,VM/hosts,2022-06-21T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.14,kWh/hosts,2022-06-21T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,76.805,kWh,2022-06-21T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-21T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,206,Number,2022-06-21T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.44,VM/hosts,2022-06-21T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.27,kWh/hosts,2022-06-21T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,74.652,kWh,2022-06-22T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-22T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,207,Number,2022-06-22T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.89,VM/hosts,2022-06-22T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.93,kWh/hosts,2022-06-22T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,77.342,kWh,2022-06-22T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-22T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,202,Number,2022-06-22T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.63,VM/hosts,2022-06-22T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.07,kWh/hosts,2022-06-22T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,74.214,kWh,2022-06-23T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-23T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,214,Number,2022-06-23T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.26,VM/hosts,2022-06-23T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.91,kWh/hosts,2022-06-23T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,74.949,kWh,2022-06-23T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-23T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,200,Number,2022-06-23T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.11,VM/hosts,2022-06-23T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.16,kWh/hosts,2022-06-23T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,72.609,kWh,2022-06-24T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-24T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,205,Number,2022-06-24T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.79,VM/hosts,2022-06-24T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.82,kWh/hosts,2022-06-24T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,73.693,kWh,2022-06-24T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-24T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,203,Number,2022-06-24T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.68,VM/hosts,2022-06-24T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.88,kWh/hosts,2022-06-24T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,75.873,kWh,2022-06-25T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-25T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,201,Number,2022-06-25T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.58,VM/hosts,2022-06-25T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.99,kWh/hosts,2022-06-25T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,73.212,kWh,2022-06-25T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-25T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,200,Number,2022-06-25T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.53,VM/hosts,2022-06-25T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.85,kWh/hosts,2022-06-25T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,73.629,kWh,2022-06-26T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-26T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,211,Number,2022-06-26T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.72,VM/hosts,2022-06-26T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.09,kWh/hosts,2022-06-26T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,73.219,kWh,2022-06-26T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-26T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,208,Number,2022-06-26T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.56,VM/hosts,2022-06-26T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.07,kWh/hosts,2022-06-26T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,72.255,kWh,2022-06-27T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-27T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,212,Number,2022-06-27T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.16,VM/hosts,2022-06-27T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.8,kWh/hosts,2022-06-27T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,75.096,kWh,2022-06-27T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-27T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,211,Number,2022-06-27T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.72,VM/hosts,2022-06-27T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.17,kWh/hosts,2022-06-27T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,77.685,kWh,2022-06-28T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,19,Number,2022-06-28T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,204,Number,2022-06-28T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.74,VM/hosts,2022-06-28T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.09,kWh/hosts,2022-06-28T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,77.106,kWh,2022-06-28T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-06-28T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,214,Number,2022-06-28T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.89,VM/hosts,2022-06-28T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.28,kWh/hosts,2022-06-28T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,74.753,kWh,2022-06-29T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-29T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,203,Number,2022-06-29T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.28,VM/hosts,2022-06-29T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.15,kWh/hosts,2022-06-29T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,72.993,kWh,2022-06-29T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-29T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,208,Number,2022-06-29T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.95,VM/hosts,2022-06-29T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.84,kWh/hosts,2022-06-29T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,76.998,kWh,2022-06-30T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-06-30T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,205,Number,2022-06-30T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.39,VM/hosts,2022-06-30T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.28,kWh/hosts,2022-06-30T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,73.838,kWh,2022-06-30T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,19,Number,2022-06-30T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,206,Number,2022-06-30T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.84,VM/hosts,2022-06-30T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.89,kWh/hosts,2022-06-30T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,84.564,kWh,2022-07-01T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,20,Number,2022-07-01T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
